Entry Dates,Exit Date,Entry Prices,Exit Price,Trade Type,Quantities,Total Quantity,ATR Values,PnL,Txn Fee,Volume,Daily unrealized
"['2020-02-05 12:00:00', '2020-02-07 00:00:00', '2020-02-07 00:00:00']",2020-02-08 00:00:00,"[0.0596, 0.06129434338925937, 0.06298868677851874]",0.05814694204889754,1,"[10695.6417, 10929.6136, 10929.6136]",32554.8689,"[0.0017314079055052805, 0.0016943433892593696, 0.0016943433892593696]",-102.85966675320097,1.9443959087143574,3888.7918174287147,"[7.059123522000009, 5.88260293500002, 13.904334210000027, 15.936506132999982, 13.26259570799998, 16.57824463500003, 10.481728866000019, 9.733033947000012, 37.00692028200005, 17.692899374042337, 25.506067910042244, -2.816668032957845, -9.65319050195768, -19.094102482957634, -32.767147420957755]"
"['2020-02-11 16:00:00', '2020-02-12 00:00:00', '2020-02-12 00:00:00']",2020-02-16 12:00:00,"[0.06261, 0.06413899825306406, 0.06566799650612812]",0.06189,1,"[12099.4344, 12111.5367, 12111.5367]",36322.50780000001,"[0.0015305276183420814, 0.0015289982530640625, 0.0015289982530640625]",-81.70776098466305,2.288853888234332,4577.707776468664,"[12.462417432000038, 37.750235327999974, 69.03064638533701, 114.79700621333691, 122.06150777333711, 245.55803429333716, 219.4058286773372, 295.319869979337, 305.85339724133695, 243.378683825337, 280.7908668593371, 221.94840422333723, 194.34329829533684, 212.86777727333723, 213.59422742933694, 211.77810203933714, 212.86777727333723, 267.35153897333674, 256.45478663333694, 267.35153897333674, 226.6703302373369, 226.30710515933706, 211.77810203933714, 142.76533721933717, 57.04421881133711, 110.07508019933672, 107.5325046533372, 87.55512536333688, 28.34943764933714]"
"['2020-02-16 16:00:00', '2020-02-16 16:00:00', '2020-02-25 20:00:00']",2020-03-04 04:00:00,"[0.06017, 0.05769961926778763, 0.05587232000820259]",0.05001,2,"[7496.2204, 7496.2204, 10134.3655]",25126.8063,"[0.002470380732212367, 0.002470380732212367, 0.0018272992595850452]",193.21557372851083,1.3531993699272553,2706.3987398545105,"[-0.22774066457730954, 9.81719467142275, 34.1049487674227, 48.94746515942277, 47.148372263422736, 6.219008879422688, 2.021125455422755, -2.9263800085773037, -34.26058128057723, 4.719764799422749, 21.811147311422676, -17.169198768577296, -42.956196944577286, -34.8602789125773, -26.76436088057732, -26.914285288577265, -50.00264412057726, -42.956196944577286, 35.904041663422724, 35.004495215422764, 32.155931463422725, 41.90101798342269, 46.99844785542269, 52.245802135422736, 25.259408695422692, 22.710693759422746, 5.169538023422679, 13.115531647422719, 3.8202183514226817, 8.168026183422764, 23.16046698342278, 17.613263887422743, 27.058501591422722, 28.857594487422755, 16.263944215422747, 22.410844943422756, 13.265456055422765, 10.56681671142277, -3.526077640577279, -16.86934995257731, -23.615948312577295, -26.16466324857724, -28.713378184577294, -5.625019352577298, 3.8202183514226817, -0.977362704577227, -2.026833560577236, 23.010542575422733, 12.815682831422732, 20.161978823422693, 39.502227455422684, 36.65366370342275, 33.35532672742268, 40.40177390342275, 47.44822107942272, 137.43406374251086, 151.2538072075109, 178.89329413751082, 226.38295804451087, 287.6923654165108, 233.41846380851078, 290.4563141095108, 241.9615779505108, 198.99473917751087, 190.45162503551086, 183.4161192715108, 230.9057831785109, 198.4922030515109, 236.9362166905108, 272.11374551051074, 280.6568596525108, 875.4083647735108, 244.97679470651082, 229.64944286351084, 221.10632872151083, 250.75596015551085, 257.0376617305109, 254.77624916351087, 266.5858481245108, 267.3396523135109, 266.8371161875109, 271.1086732585108, 267.0883842505108, 317.0907287875108, 317.84453297651083, 307.79381045651087, 287.9436334795107, 279.6517874005108, 253.77117691151074, 228.3931025485108, 225.12661772951085, 241.4590418245108, 244.72552664351076, 249.7508879035109, 254.27371303751087, 258.29400204551087, 238.69509313151082, 236.43368056451084, 215.8296993985108]"
"['2020-03-04 08:00:00', '2020-03-05 12:00:00']",2020-03-08 00:00:00,"[0.05028, 0.05199512067197648]",0.04786,1,"[9923.2063, 10797.2103]",20720.4166,"[0.001866182963500127, 0.0017151206719764837]",-68.66192675720725,1.0260101018546037,2052.020203709207,"[-3.8700504570000143, -14.289417071999969, -12.007079622999958, -2.5800336379999638, 2.7784977640000244, 14.884809450000013, 18.159467528999983, 25.823172938792787, 24.579947942792693, 8.003614662792792, 10.697268820792754, 12.147697982792767, 7.589206330792809, -2.3565936372072174, 12.976514646792733, 16.498985468792807, 4.895552172792703, 3.4451230107926905, 6.138777168792796, 6.967593832792763, -36.54528102720719, -47.52710182520725]"
"['2020-03-08 04:00:00', '2020-03-08 12:00:00', '2020-03-08 12:00:00']",2020-03-19 16:00:00,"[0.04713, 0.04569518851378985, 0.0442603770275797]",0.02908,2,"[12365.7565, 12906.5865, 12906.5865]",38178.9295,"[0.0014975645466689994, 0.0014348114862101496, 0.0014348114862101496]",633.5741218011054,1.4270303307605525,2854.0606615211054,"[0.12365756499995205, 37.220927064999984, 107.8502625861056, 132.6665667611055, 149.84708503610548, 189.55317171610545, 156.71929234610545, 257.12987693110546, 240.71293724610547, 210.93337223610564, 177.71770357110552, 185.3534894711055, 170.84549626110555, 201.77042915610548, 203.29758633610567, 170.08191767110557, 168.9365497861055, 191.4621181911055, 209.0244257611056, 251.02124821110544, 318.9797427211056, 277.36470956610555, 351.4318327961055, 438.8615813511055, 733.9847063861055, 720.6220810611055, 647.7003257161056, 906.5534677261055, 1074.9225468211055, 913.0438857411054, 792.3984685211055, 834.3952909711055, 827.5230836611055, 733.2211277961055, 700.0054591311056, 695.0421982961055, 743.9112280561055, 729.0214455511056, 723.2946061261056, 782.0901575561055, 774.4543716561055, 759.1827998561055, 743.5294387611056, 748.1109103011056, 740.0933351061055, 759.5645891511055, 746.9655424161054, 863.4112773911055, 923.3521967061056, 910.3713606761056, 857.3026486711055, 853.8665450161055, 837.4496053311055, 782.4719468511055, 777.5086860161056, 797.3617293561056, 772.9272144761055, 765.2914285761055, 771.7818465911056, 792.0166792261055, 804.9975152561055, 817.9783512861055, 799.6524651261055, 778.6540539011055, 761.8553249211055, 756.8920640861055, 723.2946061261056, 679.3888372011056, 654.9543223211056]"
"['2020-03-20 08:00:00', '2020-03-20 08:00:00']",2020-03-20 20:00:00,"[0.032, 0.03374853013493439]",0.028298554342550457,1,"[10590.9061, 10590.9061]",21181.8122,"[0.0017485301349343895, 0.0017485301349343895]",-96.92184525671227,0.6478755862437544,1295.7511724875087,"[-20.636699692110568, -30.803969548110597, -53.89214484611054]"
['2020-03-26 20:00:00'],2020-03-27 20:00:00,[0.03042],0.02848,1,[15596.4545],15596.4545,[0.001187354377442939],-30.257121730000012,0.459315585025,918.6311700499999,"[14.816631775000046, 16.064348134999996, 2.807361809999994, -1.5596454499999906, -1.5596454499999906, 1.2477163600000032]"
['2020-03-28 00:00:00'],2020-03-31 12:00:00,[0.02802],0.0306,2,[15884.9252],15884.9252,[0.0011657919870637422],-40.983107015999984,0.465587157612,931.1743152239999,"[-1.1119447640000097, -3.6535327960000163, -2.8592865359999937, 0.9530955120000163, -18.744211736000008, -19.85615650000002, -15.884925200000014, -16.83802071200003, -15.090678939999991, -2.3827387800000133, 0.0, 0.31769850399998706, -6.195120828000023, -18.903060988, -21.921196775999988, -22.874292288000003, -25.257031068000018, -25.257031068000018, -23.19199079199999, -26.36897583200003, -25.89242807599999]"
"['2020-04-01 00:00:00', '2020-04-02 08:00:00', '2020-04-02 16:00:00']",2020-04-10 12:00:00,"[0.03063, 0.03143522535476603, 0.03223544904171841]",0.03266,1,"[21515.2968, 22997.9327, 23141.6775]",67654.907,"[0.0008607140635799669, 0.0008052253547660343, 0.0008002236869523771]",81.66815872662598,2.1687751832566873,4337.550366513375,"[3.0121415519999517, -2.151529679999987, -2.7969885840000352, -13.339484016000053, 6.23943607199997, 12.909178079999997, 16.351625568000006, 18.503155247999917, 48.69645802775719, 113.24064080275718, 60.01858848662592, 57.31239220662603, 66.78407918662565, 85.05090407662608, 85.05090407662608, 58.66549034662597, 72.19647174662589, 74.90266802662579, 43.781410806625644, 70.84337360662595, 56.63584313662582, 63.401333836626016, 87.75710035662597, 76.25576616662573, 64.07788290662576, 60.01858848662592, 63.401333836626016, 49.19380336662589, 38.36901824662586, 62.72478476662581, 123.61420106662568, 166.9133415466258, 206.1531876066261, 262.30676041662593, 321.1665295066261, 374.613906036626, 338.75680532662585, 368.52496440662605, 365.8187681266257, 342.8160997466257, 293.42801763662607, 360.4063755666259, 365.8187681266257, 352.96433579662596, 342.13955067662596, 344.8457469566258, 355.6705320766259, 350.93468858662584, 336.72715811662573, 350.2581395166261, 331.3147655566259, 316.43068601662605, 326.57892206662586, 323.872725786626, 242.0102883166258, 135.79208432662566, 124.9672992066261]"
['2020-04-10 16:00:00'],2020-04-12 16:00:00,[0.03216],0.03464090498062125,2,[20475.3459],20475.3459,[0.00090443007128385],-50.79738762325289,0.6838858179556265,1367.7716359112528,"[-15.561262883999934, -19.65633206399991, -30.917772308999947, -26.003689293000008, -22.522880489999935, -14.332742129999984, -9.623412572999964, -18.018304391999976, -15.561262883999934, -21.703866653999967, -25.798935833999945, -43.81724022599992]"
