Entry Dates,Exit Date,Entry Prices,Exit Price,Trade Type,Quantities,Total Quantity,ATR Values,PnL,Txn Fee,Volume,Daily unrealized
"['2020-01-23 04:00:00', '2020-01-23 04:00:00', '2020-01-24 00:00:00']",2020-01-26 16:00:00,"[2.561, 2.4826620806342796, 2.4028218170689146]",2.526511942442251,2,"[354.5892, 354.5892, 347.9169]",1057.0953,"[0.07833791936572011, 0.07833791936572011, 0.079840263565365]",-46.35347966014531,2.6475871599195013,5295.174319839003,"[65.12459024244473, 62.99705504244496, 58.7419846424448, 52.35937904244487, 121.85886224244479, 122.26584498942883, 112.75198728942894, -4.58559101057128, 18.670505589428974, 0.6998854894286072, 49.326269289428886, 47.212078689428644, 40.86950688942888, 47.212078689428644, 42.98369748942864, 42.98369748942864, 56.72593638942901, 21.841791489428626, 22.89888678942898, -4.58559101057128, -25.727497010571298]"
"['2020-01-26 20:00:00', '2020-01-27 12:00:00', '2020-01-29 00:00:00']",2020-02-02 04:00:00,"[2.576, 2.6353050311037296, 2.697512045028556]",2.737,1,"[445.7134, 468.3882, 446.5377]",1360.6392999999998,"[0.062322058507557, 0.059305031103729554, 0.062207013924826415]",137.02544142103238,3.655557043389484,7311.114086778967,"[24.06852359999992, 21.83995659999997, 21.39424320000002, 47.69133379999989, 63.63238323038038, 49.00675763038036, 58.147773630380165, 27.068319230380343, 41.69394483038035, 65.46058643038018, 27.982420830380242, 64.54648483038028, 112.07976803038031, 239.073388921032, 179.20525972103198, 119.33713052103253, 191.45101342103243, 275.8106500210322, 214.5818815210323, 220.0244387210323, 319.3511076210322, 421.39905512103246, 402.35010492103214, 426.84161232103247, 381.940515421032, 377.85859752103244, 398.26818702103196, 327.51494342103194, 298.94151812103206, 304.38407532103207, 342.4819757210321, 311.18727182103254, 296.22023952103234, 233.63083172103202, 249.95850332103203, 281.2532072210322, 279.89256792103237, 270.3680928210322]"
['2020-02-04 04:00:00'],2020-02-05 08:00:00,[2.737],2.8578400444312955,2,[446.3233],446.3233,[0.062236893379919216],-53.933727402722376,1.2485537358013614,2497.1074716027224,"[27.225721299999975, 20.530871800000117, 11.15808249999996, 13.389699000000112, 2.2316164999999524, -5.802202899999956, -16.067638800000015]"
"['2020-02-05 16:00:00', '2020-02-06 08:00:00', '2020-02-07 00:00:00']",2020-02-17 08:00:00,"[2.881, 2.942930525883656, 3.012743525041118]",4.0,1,"[447.3449, 448.5313, 397.8883]",1293.7645,"[0.0620947749078531, 0.061930525883655996, 0.06981299915746228]",1367.525489001103,4.491295255499448,8982.590510998896,"[1.7893796000000015, -8.499553099999858, 8.052208200000106, 39.36635120000003, 51.955202515720494, 18.80778311572017, 17.91190691572027, 137.06344151572026, 433.42752000110306, 498.1157450011029, 410.1397590011028, 545.9850315011033, 520.1097415011033, 583.5042020011032, 456.7152810011028, 571.8603215011028, 527.872328501103, 694.767949001103, 685.7115975011029, 653.367485001103, 633.9610175011028, 621.0233725011032, 635.2547820011033, 570.5665570011029, 752.9873515011029, 734.8746485011033, 694.767949001103, 637.842311001103, 650.7799560011033, 588.6792600011032, 652.0737205011031, 685.7115975011029, 657.2487785011032, 916.0016785011028, 1172.1670495011033, 1236.8552745011032, 1366.2317245011031, 1502.076997001103, 1610.7532150011027, 1619.8095665011035, 1626.2783890011033, 1549.9462835011032, 1517.6021710011025, 1549.9462835011032, 1449.0326525011028, 1340.3564345011032, 1539.596167501103, 1443.8575945011032, 1364.9379600011034, 1367.525489001103, 1352.000315001103, 1465.8515910011026, 1886.3250535011027, 1878.5624665011026, 2006.6451520011028, 1996.2950360011027, 1969.1259815011028, 2066.158319001103, 2185.1846530011026, 2054.5144385011026, 2098.5024315011037, 2037.6955000011028, 1974.3010395011033, 2511.2133070011037, 2332.6738060011035, 2128.2590150011033, 2117.9088990011032, 2101.089960501103, 1800.936596501103, 1781.5301290011034]"
['2020-02-17 12:00:00'],2020-02-18 04:00:00,[3.881],4.4698884645055434,2,[93.9663],93.9663,[0.2956143601050755],-55.33567012226727,0.39235104536113363,784.7020907222673,"[-30.44508120000003, -33.17010390000002, -24.243305400000043, -45.479689200000045]"
['2020-02-19 00:00:00'],2020-02-19 20:00:00,[4.746],4.250001037264309,1,[103.147],103.147,[0.2693027591994928],-51.16080500929836,0.4639552594953509,927.9105189907018,"[2.475527999999911, 3.5069979999999803, 5.5699379999999366, 12.687080999999932, -4.125880000000004]"
"['2020-02-20 12:00:00', '2020-02-24 16:00:00', '2020-02-25 04:00:00']",2020-02-27 16:00:00,"[4.139, 3.969314382658187, 3.80117680221791]",3.855,2,"[109.4708, 163.7014, 165.2086]",438.38079999999997,"[0.2537459570612774, 0.16968561734181323, 0.16813758044027713]",40.91107652817898,1.7104135222640893,3420.8270445281787,"[7.991368400000043, -3.3935947999999665, -4.488302799999943, -10.509196800000009, -13.027025199999974, -21.78468919999998, -17.953211199999966, -5.145127599999968, -9.523959599999971, 3.503065600000003, 2.29888679999999, 2.29888679999999, 9.523959600000069, 8.100839199999983, 7.334543600000019, -3.6125363999999425, -9.414488799999935, -8.429251599999995, -4.816715199999956, -2.29888679999999, 8.648193200000069, 11.494434000000046, 8.319780800000055, 13.902791600000073, 37.00113040000001, 56.632436681281014, 53.62754248128098, 110.720532281281, 121.1347629281789, 141.73866052817897, 206.18063812817888, 201.358449328179, 278.95185092817906, 261.85499972817894, 254.84090692817895, 255.71766852817888, 236.867294128179, 174.61722052817905, 235.9905325281789, 151.38303812817887, 126.39533252817891, 100.09248452817889, 52.74735812817904]"
"['2020-02-28 20:00:00', '2020-02-29 04:00:00']",2020-03-01 16:00:00,"[4.116, 4.3292254720127366]",3.919823007677209,1,"[130.4911, 130.2742]",260.7653,"[0.21287107756564216, 0.21322547201273714]",-78.93393004223161,1.0616207875649657,2123.2415751299313,"[20.878576000000017, 28.316568700000065, 32.459006513918766, 15.248496713918577, 22.810690413918554, 20.463802713918696, 4.557119413918711, -18.911757586081254, -11.08879858608142, -6.134257886081386, -68.45716458608136]"
"['2020-03-03 08:00:00', '2020-03-03 20:00:00', '2020-03-03 20:00:00']",2020-03-07 12:00:00,"[4.327, 4.498629475414843, 4.670258950829686]",4.538,1,"[155.8429, 161.8474, 161.8474]",479.5377,"[0.17824215726133158, 0.1716294754148427, 0.1716294754148427]",17.849101622231593,2.167217531788884,4334.435063577768,"[19.16867670000003, 11.376531700000061, 55.01254369999996, 130.5404611222313, 165.5467132222315, 130.06092342223158, 216.8572471222316, 143.48797902223137, 132.93814962223126, 139.6516774222314, 135.81537582223137, 191.44174902223162, 169.86255252223165, 166.98532632223154, 143.48797902223137, 107.5226515222313, 108.96126462223135, 118.55201862223157, 105.12496302223134, 68.20056012223137, 93.1365205222316, 89.77975662223133, 82.58669112223149, 78.75038952223149, 72.51639942223153]"
"['2020-03-07 16:00:00', '2020-03-07 16:00:00', '2020-03-08 00:00:00']",2020-03-19 08:00:00,"[4.5, 4.353115969693056, 4.196492547736786]",2.071,2,"[189.1137, 189.1137, 177.3539]",555.5813,"[0.14688403030694366, 0.14688403030694366, 0.1566234219562709]",1267.9009649197965,1.7845593547598986,3569.118709519797,"[44.085423557741734, 108.00585415774158, 91.73535281979655, 91.17977151979636, 246.18695421979632, 288.41113301979635, 216.18556401979643, 168.9611535197962, 179.51719821979626, 156.73836491979654, 418.41715721979637, 327.8574053197965, 266.18788101979635, 228.40835261979632, 220.0746331197965, 237.29765341979632, 243.40904771979638, 244.52021031979652, 177.2948730197965, 166.73882831979643, 218.40788921979643, 267.29904361979646, 390.6380922197965, 446.19622221979654, 371.7483280197963, 574.5355025197965, 741.7654738197966, 1411.2409403197967, 1245.1221316197964, 1081.7812294197963, 1446.2425622197966, 1660.6969440197965, 1437.9088427197967, 1255.1225950197966, 1301.2358429197964, 1341.2376965197964, 1196.2309772197964, 1147.8954041197965, 1127.8944773197966, 1210.6760910197966, 1186.2305138197964, 1189.0084203197964, 1279.0125909197964, 1258.4560828197964, 1244.0109690197967, 1276.7902657197965, 1246.7888755197964, 1264.0118958197966, 1304.5693307197967, 1318.4588632197965, 1489.0223223197966, 1568.4704482197965, 1554.0253344197965, 1484.0220906197965, 1492.3558101197966, 1458.4653508197966, 1379.5728062197963, 1372.9058306197967, 1421.7969850197965, 1354.5716477197966, 1389.0176883197967, 1390.6844322197965, 1429.5751232197963, 1442.9090744197963, 1440.6867492197966, 1411.2409403197967, 1381.2395501197966, 1371.2390867197967, 1365.1276924197966, 1334.5707209197965]"
