Entry Dates,Exit Date,Entry Prices,Exit Price,Trade Type,Quantities,Total Quantity,ATR Values,PnL,Txn Fee,Volume,Daily unrealized
['2020-04-26 12:00:00'],2020-04-26 16:00:00,[247.48],239.12,1,[10.1934],10.1934,[5.450152668341831],-85.21682399999985,2.4800542200000004,4960.10844,[-15.188165999999804]
['2020-04-27 12:00:00'],2020-04-27 20:00:00,[234.52],240.1873547347808,2,[9.7789],9.7789,[5.681168681197535],-55.42049521594784,2.3210578756079743,4642.115751215948,"[-14.863927999999822, -33.15047099999987]"
"['2020-04-29 08:00:00', '2020-04-29 12:00:00', '2020-04-29 16:00:00']",2020-04-29 20:00:00,"[249.78, 255.31044149037373, 260.8628609062288]",255.05106246116648,1,"[10.3639, 10.0454, 10.0056]",30.414900000000003,"[5.360464726709187, 5.530441490373727, 5.552419415855041]",-6.127332380629076,7.760416225840448,15520.832451680895,"[66.95079400000007, 227.72558705260147, 190.01645796923853]"
"['2020-04-30 00:00:00', '2020-04-30 00:00:00', '2020-04-30 00:00:00']",2020-04-30 04:00:00,"[263.66, 269.5267085228092, 275.3934170456184]",268.8360439489497,1,"[9.4696, 9.4696, 9.4696]",28.4088,"[5.8667085228091755, 5.8667085228091755, 5.8667085228091755]",-19.620951745860378,7.647119881209852,15294.239762419704,[172.81901091721835]
['2020-05-03 12:00:00'],2020-05-03 20:00:00,[245.23],251.98601149339422,2,[8.7751],8.7751,[6.331065366641801],-59.28467645568367,2.1815601112278418,4363.120222455684,"[-22.3765050000001, -25.44779000000005]"
"['2020-05-04 00:00:00', '2020-05-04 04:00:00']",2020-05-04 12:00:00,"[243.58, 236.55732462721173]",243.55186415115315,2,"[8.3034, 7.9109]",16.2143,"[6.690710918724513, 7.022675372788287]",-55.09947951263367,3.9214732511497266,7842.946502299452,"[65.4307920000002, 19.84081239340881, -1.0756346065910622]"
"['2020-05-07 16:00:00', '2020-05-08 16:00:00', '2020-05-09 00:00:00']",2020-05-10 00:00:00,"[253.73, 260.18699842750493, 266.87848950832813]",259.3381387162817,1,"[8.7511, 8.6039, 8.3024]",25.657399999999996,"[6.348410218958722, 6.456998427504935, 6.691491080823205]",-20.829129765227584,6.664356925181739,13328.713850363478,"[24.853124000000026, 42.09279100000027, 13.914249000000028, 8.7511, 14.614337000000138, 104.05057900000013, 156.00208122959066, 278.7019312295905, 450.2884899356455, 300.96242193564564, 339.44852193564566, 445.15700993564576, 261.1934519356454, 152.40607593564516]"
['2020-05-11 16:00:00'],2020-05-11 20:00:00,[219.0],233.09,2,[6.254],6.254,[8.88324078783991],-88.11886000000001,1.4136854300000001,2827.37086,[-57.8495]
['2020-05-13 16:00:00'],2020-05-15 20:00:00,[239.6],232.92326209747978,1,[7.6015],7.6015,[7.308496537612017],-50.75322316600742,1.7959427884169963,3591.885576833992,"[18.243600000000043, 9.045784999999983, 27.213370000000094, 45.228925000000125, 31.242165000000103, 25.84510000000004, 47.813434999999934, 28.657655000000076, 8.893755000000121, 22.044350000000044, 7.22142500000013, -2.508494999999879, -14.670895000000051]"
['2020-05-17 12:00:00'],2020-05-17 20:00:00,[245.89],240.4658018086345,1,[10.2115],10.2115,[5.440468910100272],-55.38919983112871,2.4832111350844355,4966.42227016887,"[-7.658624999999999, -19.810309999999976]"
